fixture_id,league_id,home_team,away_team,goals_home,goals_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,corner_kicks_home,corner_kicks_away
1170084,73,Petrolina,Cascavel,3.0,2.0,0.0,0.0,0.0,0.0,0,0
1170085,73,Anápolis,Tombense,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1170086,73,Nova Venécia,Botafogo SP,1.0,2.0,0.0,0.0,0.0,0.0,0,0
1170087,73,Cianorte,Corinthians,0.0,3.0,1.0,2.0,,,6,7
1170088,73,Olaria,São Bernardo,0.0,1.0,0.0,0.0,0.0,0.0,0,0
1170089,73,Humaitá,Sampaio Correa,1.0,1.0,0.0,0.0,0.0,0.0,0,0
1170090,73,Maranhão,Ferroviario,1.0,2.0,0.0,0.0,0.0,0.0,0,0
1170091,73,Fluminense PI,Fortaleza EC,0.0,3.0,,,,,1,3
1170092,73,Manauara,Retrô,1.0,2.0,0.0,0.0,0.0,0.0,0,0
1170093,73,Porto Velho,remo,1.0,0.0,4.0,1.0,,,3,10
1170094,73,River AC,Ypiranga-RS,1.0,1.0,6.0,2.0,,,4,4
1170095,73,Real Noroeste,Cuiaba,1.0,4.0,0.0,0.0,0.0,0.0,0,0
1170096,73,Audax Rio,Portuguesa RJ,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1170097,73,Treze,ABC,1.0,1.0,0.0,0.0,0.0,0.0,0,0
1170098,73,GAS,Brusque,0.0,1.0,0.0,0.0,0.0,0.0,0,0
1170099,73,Maringá,America Mineiro,2.0,0.0,0.0,0.0,0.0,0.0,0,0
1170100,73,Independente AP,Amazonas,0.0,1.0,0.0,0.0,0.0,0.0,0,0
1170101,73,Operario Ferroviario,Operario-PR,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1170102,73,Villa Nova,Aparecidense,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1170103,73,Moto Club,Bahia,0.0,4.0,0.0,0.0,0.0,0.0,0,0
1170104,73,Portuguesa Santista,Caxias,0.0,1.0,0.0,0.0,0.0,0.0,0,0
1170105,73,Trem,Sport Recife,0.0,4.0,0.0,0.0,0.0,0.0,0,0
1170106,73,Murici Fc,Confiança,2.0,1.0,2.0,2.0,,,3,2
1170107,73,Marcílio Dias,Vasco DA Gama,1.0,3.0,2.0,1.0,,,6,3
1170108,73,Água Santa,Jacuipense,2.0,1.0,0.0,0.0,0.0,0.0,0,0
1170109,73,São Luiz,Ituano,2.0,1.0,0.0,0.0,0.0,0.0,0,0
1170110,73,Costa Rica ,America-RN,1.0,2.0,0.0,0.0,0.0,0.0,0,0
1170111,73,União Rondonópolis,Atletico Goianiense,1.0,3.0,1.0,3.0,,,3,2
1170112,73,Real FC,Sao Raimundo,2.0,1.0,0.0,0.0,0.0,0.0,0,0
1170113,73,Rio Branco,CRB,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1170114,73,Athletic Club,Volta Redonda,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1170115,73,Águia de Marabá,Coritiba,3.0,2.0,0.0,0.0,0.0,0.0,0,0
1170116,73,Capital,Tocantinópolis,2.0,1.0,0.0,0.0,0.0,0.0,0,0
1170117,73,CEOV Operário,Criciuma,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1170118,73,AO Itabaiana,Brasiliense,0.0,1.0,6.0,2.0,,,7,4
1170119,73,ASA,Internacional,0.0,2.0,0.0,0.0,0.0,0.0,0,0
1170120,73,Itabuna,Nova Iguaçu,0.0,8.0,0.0,0.0,0.0,0.0,0,0
1170121,73,Iguatu,Juventude,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1170122,73,Ji-Paraná,Paysandu,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1175673,73,Botafogo SP,Anápolis,2.0,1.0,8.0,3.0,,,5,6
1175674,73,Ypiranga-RS,Porto Velho,2.0,0.0,0.0,0.0,0.0,0.0,0,0
1175675,73,Portuguesa RJ,Cuiaba,0.0,0.0,4.0,4.0,,,3,6
1175676,73,America-RN,São Luiz,3.0,0.0,1.0,3.0,,,2,7
1175677,73,Real FC,Atletico Goianiense,1.0,3.0,4.0,4.0,,,1,8
1175678,73,Águia de Marabá,Capital,3.0,0.0,0.0,0.0,0.0,0.0,0,0
1178188,73,CRB,Athletic Club,2.0,0.0,0.0,0.0,0.0,0.0,0,0
1180004,73,Villa Nova,Operario-PR,0.0,2.0,0.0,0.0,0.0,0.0,0,0
1180005,73,Vasco DA Gama,Água Santa,3.0,3.0,6.0,11.0,1.0,2.0,6,4
1180006,73,Sousa,Petrolina,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1180007,73,Juventude,Paysandu,3.0,1.0,5.0,6.0,,,3,4
1180008,73,ABC,Brusque,1.0,1.0,2.0,1.0,,,6,8
1180009,73,Caxias,Bahia,2.0,2.0,3.0,6.0,,,2,4
1180010,73,Sport Recife,Murici Fc,1.0,1.0,1.0,3.0,,,6,4
1180011,73,Nova Iguaçu,Internacional,0.0,2.0,0.0,0.0,0.0,0.0,0,0
1180012,73,Sampaio Correa,Ferroviario,0.0,0.0,4.0,4.0,,,6,6
1180013,73,Brasiliense,Criciuma,1.0,1.0,4.0,7.0,,,7,5
1180014,73,São Bernardo,Corinthians,0.0,2.0,7.0,5.0,1.0,1.0,6,0
1180015,73,Maringá,Amazonas,0.0,1.0,0.0,0.0,0.0,0.0,0,0
1181769,73,Fortaleza EC,Retrô,0.0,0.0,2.0,5.0,,,8,2
1196751,73,Operario-PR,Gremio,0.0,0.0,1.0,4.0,,,3,13
1196752,73,Gremio,Operario-PR,3.0,1.0,3.0,2.0,,,5,5
1196753,73,Criciuma,Bahia,0.0,2.0,1.0,3.0,,,7,4
1196754,73,Sampaio Correa,Fluminense,0.0,2.0,3.0,1.0,,,1,5
1196755,73,Fluminense,Sampaio Correa,2.0,0.0,0.0,5.0,,,6,5
1196756,73,Sousa,RB Bragantino,1.0,1.0,1.0,4.0,1.0,0.0,1,7
1196757,73,RB Bragantino,Sousa,3.0,0.0,1.0,2.0,,,6,0
1196758,73,Goias,Cuiaba,1.0,0.0,2.0,4.0,,,4,4
1196759,73,Cuiaba,Goias,1.0,0.0,0.0,1.0,,,9,4
1196760,73,Botafogo,Vitoria,1.0,0.0,2.0,0.0,,,1,5
1196761,73,Vitoria,Botafogo,1.0,2.0,2.0,5.0,,,6,2
1196762,73,Fortaleza EC,Vasco DA Gama,0.0,0.0,0.0,3.0,,,4,3
1196763,73,Vasco DA Gama,Fortaleza EC,3.0,3.0,3.0,0.0,,,4,10
1196764,73,Flamengo,Amazonas,1.0,0.0,1.0,3.0,,,5,2
1196765,73,Amazonas,Flamengo,0.0,1.0,0.0,1.0,,,8,10
1196766,73,Águia de Marabá,Sao Paulo,1.0,3.0,4.0,3.0,1.0,0.0,0,9
1196767,73,Sao Paulo,Águia de Marabá,2.0,0.0,0.0,1.0,,,15,3
1196768,73,Ypiranga-RS,Atletico Paranaense,2.0,1.0,3.0,5.0,,,3,6
1196769,73,Atletico Paranaense,Ypiranga-RS,3.0,0.0,2.0,6.0,,,8,2
1196770,73,Internacional,Juventude,1.0,2.0,0.0,6.0,,,15,3
1196771,73,Juventude,Internacional,1.0,1.0,3.0,1.0,1.0,1.0,4,5
1196772,73,CRB,Ceara,1.0,0.0,2.0,2.0,,,7,5
1196773,73,Ceara,CRB,0.0,1.0,4.0,3.0,,,5,5
1196774,73,America-RN,Corinthians,1.0,2.0,3.0,3.0,,,6,9
1196775,73,Corinthians,America-RN,2.0,1.0,1.0,1.0,,,9,3
1196776,73,Brusque,Atletico Goianiense,0.0,1.0,0.0,3.0,,,3,7
1196777,73,Atletico Goianiense,Brusque,4.0,2.0,1.0,2.0,,,12,4
1196778,73,Atletico-MG,Sport Recife,2.0,0.0,1.0,2.0,,,4,4
1196779,73,Sport Recife,Atletico-MG,1.0,0.0,3.0,6.0,,,2,2
1196780,73,Palmeiras,Botafogo SP,2.0,1.0,2.0,4.0,,,9,3
1196781,73,Botafogo SP,Palmeiras,0.0,0.0,2.0,3.0,,,3,8
1196966,73,Bahia,Criciuma,1.0,0.0,1.0,0.0,,,8,1
1251946,73,Flamengo,Palmeiras,2.0,0.0,1.0,4.0,,,5,2
1251947,73,Palmeiras,Flamengo,1.0,0.0,0.0,3.0,,,11,4
1251948,73,Atletico Goianiense,Vasco DA Gama,1.0,1.0,5.0,1.0,1.0,0.0,7,7
1251949,73,Vasco DA Gama,Atletico Goianiense,1.0,0.0,2.0,2.0,0.0,1.0,1,5
1251950,73,Atletico Paranaense,RB Bragantino,2.0,0.0,4.0,1.0,,,1,6
1251951,73,RB Bragantino,Atletico Paranaense,2.0,3.0,5.0,2.0,,,11,1
1251952,73,Sao Paulo,Goias,2.0,0.0,2.0,1.0,0.0,1.0,8,2
1251953,73,Goias,Sao Paulo,0.0,0.0,3.0,5.0,1.0,1.0,5,4
1251954,73,CRB,Atletico-MG,2.0,2.0,1.0,2.0,1.0,0.0,3,7
1251955,73,Atletico-MG,CRB,3.0,0.0,0.0,2.0,,,5,1
1251956,73,Botafogo,Bahia,1.0,1.0,0.0,1.0,,,4,1
1251957,73,Bahia,Botafogo,1.0,0.0,3.0,3.0,1.0,1.0,7,4
1251958,73,Corinthians,Gremio,0.0,0.0,1.0,3.0,1.0,1.0,3,6
1251959,73,Gremio,Corinthians,0.0,0.0,2.0,4.0,,,6,4
1251960,73,Juventude,Fluminense,3.0,2.0,3.0,1.0,,,7,3
1251961,73,Fluminense,Juventude,2.0,2.0,1.0,4.0,,,14,2
1294333,73,Vasco DA Gama,Atletico Paranaense,2.0,1.0,2.0,4.0,1.0,1.0,4,2
1294334,73,Atletico Paranaense,Vasco DA Gama,,,0.0,0.0,0.0,0.0,0,0
1294335,73,Sao Paulo,Atletico-MG,0.0,1.0,2.0,4.0,,,7,2
1294336,73,Atletico-MG,Sao Paulo,,,0.0,0.0,0.0,0.0,0,0
1294337,73,Bahia,Flamengo,0.0,1.0,0.0,1.0,,,5,1
1294338,73,Flamengo,Bahia,,,0.0,0.0,0.0,0.0,0,0
1294339,73,Juventude,Corinthians,2.0,1.0,2.0,5.0,,,6,4
1294340,73,Corinthians,Juventude,,,0.0,0.0,0.0,0.0,0,0
