fixture_id,league_id,season,round,home_team,away_team,goals_home,goals_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,corner_kicks_home,corner_kicks_away
1187155,11,2024,Group Stage - 5,Sportivo Ameliano,Rayo Zuliano,1.0,0.0,0.0,1.0,,,6,3
1187156,11,2024,Group Stage - 5,Corinthians,Argentinos JRS,4.0,0.0,1.0,2.0,,,6,3
1187157,11,2024,Group Stage - 5,Nacional Potosí,Sportivo Trinidense,2.0,1.0,3.0,2.0,,,8,1
1187158,11,2024,Group Stage - 5,Lanus,Metropolitanos FC,5.0,0.0,0.0,2.0,0.0,1.0,10,3
1187159,11,2024,Group Stage - 5,Belgrano Cordoba,Real Tomayapo,1.0,0.0,1.0,1.0,,,9,3
1187160,11,2024,Group Stage - 5,Atletico Paranaense,Danubio,1.0,2.0,3.0,3.0,,,10,2
1187161,11,2024,Group Stage - 5,Cuiaba,Deportivo Garcilaso,1.0,1.0,0.0,4.0,,,9,4
1187162,11,2024,Group Stage - 5,Boca Juniors,Fortaleza EC,1.0,1.0,4.0,3.0,,,10,4
1187163,11,2024,Group Stage - 5,Cesar Vallejo,Always Ready,2.0,2.0,2.0,0.0,,,8,7
1187164,11,2024,Group Stage - 5,Internacional,Delfin SC,1.0,0.0,2.0,2.0,,,6,7
1187165,11,2024,Group Stage - 5,Racing Club,Coquimbo Unido,3.0,0.0,3.0,2.0,0.0,1.0,4,3
1187166,11,2024,Group Stage - 5,Sportivo Luqueno,RB Bragantino,2.0,3.0,2.0,3.0,,,6,10
1187167,11,2024,Group Stage - 5,Cruzeiro,Union La Calera,1.0,0.0,1.0,1.0,,,4,5
1187168,11,2024,Group Stage - 5,Universidad Catolica,Alianza Petrolera,0.0,0.0,5.0,5.0,1.0,1.0,9,2
1187169,11,2024,Group Stage - 6,Argentinos JRS,Nacional Asuncion,2.0,1.0,3.0,4.0,,,4,0
1187170,11,2024,Group Stage - 6,Corinthians,Racing Montevideo,3.0,0.0,2.0,2.0,,,10,4
1187171,11,2024,Group Stage - 6,Coquimbo Unido,RB Bragantino,1.0,1.0,4.0,3.0,,,5,3
1187172,11,2024,Group Stage - 6,Racing Club,Sportivo Luqueno,3.0,0.0,3.0,3.0,,,5,3
1187173,11,2024,Group Stage - 6,Internacional,Belgrano Cordoba,1.0,2.0,0.0,4.0,,,7,0
1187174,11,2024,Group Stage - 6,Delfin SC,Real Tomayapo,4.0,3.0,0.0,1.0,,,5,5
1187175,11,2024,Group Stage - 6,Lanus,Cuiaba,0.0,1.0,3.0,4.0,,,9,6
1187176,11,2024,Group Stage - 6,Metropolitanos FC,Deportivo Garcilaso,1.0,1.0,3.0,5.0,,,4,3
1187177,11,2024,Group Stage - 6,Defensa Y Justicia,Cesar Vallejo,0.0,1.0,,,1.0,0.0,3,4
1187178,11,2024,Group Stage - 6,Independiente Medellin,Always Ready,4.0,0.0,3.0,5.0,,,1,2
1187179,11,2024,Group Stage - 6,Boca Juniors,Nacional Potosí,4.0,0.0,1.0,1.0,,,8,0
1187180,11,2024,Group Stage - 6,Fortaleza EC,Sportivo Trinidense,2.0,1.0,,,,,5,3
1187181,11,2024,Group Stage - 6,Atletico Paranaense,Sportivo Ameliano,0.0,1.0,1.0,3.0,,,9,4
1187182,11,2024,Group Stage - 6,Danubio,Rayo Zuliano,0.0,0.0,2.0,2.0,,,6,2
1187183,11,2024,Group Stage - 6,Cruzeiro,Universidad Catolica,1.0,0.0,0.0,1.0,,,9,4
1187184,11,2024,Group Stage - 6,Union La Calera,Alianza Petrolera,0.0,1.0,1.0,2.0,,,2,3
1202641,11,2024,Round of 32,Barcelona SC,RB Bragantino,1.0,1.0,3.0,2.0,,,6,0
1202642,11,2024,Round of 32,RB Bragantino,Barcelona SC,3.0,2.0,2.0,2.0,,,3,9
1202643,11,2024,Round of 32,Cerro Porteno,Atletico Paranaense,1.0,1.0,3.0,4.0,,,4,8
1202644,11,2024,Round of 32,Atletico Paranaense,Cerro Porteno,2.0,1.0,3.0,3.0,1.0,1.0,7,2
1202645,11,2024,Round of 32,Palestino,Cuiaba,1.0,1.0,2.0,3.0,,,5,1
1202646,11,2024,Round of 32,Cuiaba,Palestino,1.0,2.0,2.0,6.0,,,11,2
1205344,11,2024,Round of 32,Rosario Central,Internacional,1.0,0.0,2.0,2.0,,,5,4
1205345,11,2024,Round of 32,Internacional,Rosario Central,1.0,1.0,2.0,2.0,,,11,0
1205346,11,2024,Round of 32,Huachipato,Racing Montevideo,2.0,3.0,2.0,4.0,,,11,4
1205347,11,2024,Round of 32,Racing Montevideo,Huachipato,0.0,1.0,3.0,1.0,,,8,6
1205348,11,2024,Round of 32,Libertad Asuncion,Universidad Catolica,2.0,0.0,1.0,3.0,,,8,5
1205349,11,2024,Round of 32,Universidad Catolica,Libertad Asuncion,1.0,1.0,0.0,3.0,,,7,3
1205350,11,2024,Round of 32,Independiente del Valle,Boca Juniors,0.0,0.0,1.0,2.0,,,10,2
1205351,11,2024,Round of 32,Boca Juniors,Independiente del Valle,1.0,0.0,2.0,3.0,1.0,0.0,3,0
1205352,11,2024,Round of 32,LDU de Quito,Always Ready,3.0,0.0,2.0,1.0,,,4,3
1205353,11,2024,Round of 32,Always Ready,LDU de Quito,3.0,1.0,2.0,3.0,,,6,1
1261152,11,2024,Round of 16,RB Bragantino,Corinthians,1.0,2.0,1.0,2.0,,,9,5
1261153,11,2024,Round of 16,Corinthians,RB Bragantino,1.0,2.0,1.0,3.0,,,4,7
1261154,11,2024,Round of 16,Boca Juniors,Cruzeiro,1.0,0.0,2.0,5.0,,,7,0
1261155,11,2024,Round of 16,Cruzeiro,Boca Juniors,2.0,1.0,4.0,6.0,0.0,1.0,5,2
1261156,11,2024,Round of 16,Rosario Central,Fortaleza EC,1.0,1.0,4.0,4.0,,,8,3
1261157,11,2024,Round of 16,Fortaleza EC,Rosario Central,3.0,1.0,4.0,2.0,,,1,2
1261158,11,2024,Round of 16,Huachipato,Racing Club,0.0,2.0,1.0,1.0,,,0,7
1261159,11,2024,Round of 16,Racing Club,Huachipato,6.0,1.0,0.0,2.0,,,8,3
1261160,11,2024,Round of 16,Libertad Asuncion,Sportivo Ameliano,1.0,1.0,3.0,5.0,,,11,0
1261161,11,2024,Round of 16,Sportivo Ameliano,Libertad Asuncion,0.0,0.0,2.0,1.0,1.0,0.0,0,6
1265728,11,2024,Round of 16,Atletico Paranaense,Belgrano Cordoba,2.0,1.0,3.0,5.0,,,9,5
1265729,11,2024,Round of 16,Belgrano Cordoba,Atletico Paranaense,0.0,2.0,2.0,3.0,0.0,1.0,12,1
1265730,11,2024,Round of 16,Palestino,Independiente Medellin,2.0,2.0,1.0,1.0,,,3,7
1265731,11,2024,Round of 16,Independiente Medellin,Palestino,4.0,0.0,0.0,2.0,,,6,5
1265732,11,2024,Round of 16,LDU de Quito,Lanus,1.0,2.0,2.0,1.0,,,13,8
1265733,11,2024,Round of 16,Lanus,LDU de Quito,3.0,1.0,2.0,3.0,,,4,3
1294586,11,2024,Quarter-finals,Fortaleza EC,Corinthians,,,0.0,0.0,0.0,0.0,0,0
1294587,11,2024,Quarter-finals,Corinthians,Fortaleza EC,,,0.0,0.0,0.0,0.0,0,0
1294588,11,2024,Quarter-finals,Lanus,Independiente Medellin,,,0.0,0.0,0.0,0.0,0,0
1294589,11,2024,Quarter-finals,Independiente Medellin,Lanus,,,0.0,0.0,0.0,0.0,0,0
1295060,11,2024,Quarter-finals,Atletico Paranaense,Racing Club,,,0.0,0.0,0.0,0.0,0,0
1295061,11,2024,Quarter-finals,Racing Club,Atletico Paranaense,,,0.0,0.0,0.0,0.0,0,0
1295062,11,2024,Quarter-finals,Libertad Asuncion,Cruzeiro,,,0.0,0.0,0.0,0.0,0,0
1295063,11,2024,Quarter-finals,Cruzeiro,Libertad Asuncion,,,0.0,0.0,0.0,0.0,0,0
1170083,73,2024,1st Round,Sousa,Cruzeiro,2.0,0.0,2.0,4.0,,,2,6
1170084,73,2024,1st Round,Petrolina,Cascavel,3.0,2.0,0.0,0.0,0.0,0.0,0,0
1170085,73,2024,1st Round,Anápolis,Tombense,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1170086,73,2024,1st Round,Nova Venécia,Botafogo SP,1.0,2.0,0.0,0.0,0.0,0.0,0,0
1170087,73,2024,1st Round,Cianorte,Corinthians,0.0,3.0,1.0,2.0,,,6,7
1170088,73,2024,1st Round,Olaria,São Bernardo,0.0,1.0,0.0,0.0,0.0,0.0,0,0
1170089,73,2024,1st Round,Humaitá,Sampaio Correa,1.0,1.0,0.0,0.0,0.0,0.0,0,0
1170090,73,2024,1st Round,Maranhão,Ferroviario,1.0,2.0,0.0,0.0,0.0,0.0,0,0
1170091,73,2024,1st Round,Fluminense PI,Fortaleza EC,0.0,3.0,,,,,1,3
1170092,73,2024,1st Round,Manauara,Retrô,1.0,2.0,0.0,0.0,0.0,0.0,0,0
1170093,73,2024,1st Round,Porto Velho,remo,1.0,0.0,4.0,1.0,,,3,10
1170094,73,2024,1st Round,River AC,Ypiranga-RS,1.0,1.0,6.0,2.0,,,4,4
1170095,73,2024,1st Round,Real Noroeste,Cuiaba,1.0,4.0,0.0,0.0,0.0,0.0,0,0
1170096,73,2024,1st Round,Audax Rio,Portuguesa RJ,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1170097,73,2024,1st Round,Treze,ABC,1.0,1.0,0.0,0.0,0.0,0.0,0,0
1170098,73,2024,1st Round,GAS,Brusque,0.0,1.0,0.0,0.0,0.0,0.0,0,0
1170099,73,2024,1st Round,Maringá,America Mineiro,2.0,0.0,0.0,0.0,0.0,0.0,0,0
1170100,73,2024,1st Round,Independente AP,Amazonas,0.0,1.0,0.0,0.0,0.0,0.0,0,0
1170101,73,2024,1st Round,Operario Ferroviario,Operario-PR,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1170102,73,2024,1st Round,Villa Nova,Aparecidense,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1170103,73,2024,1st Round,Moto Club,Bahia,0.0,4.0,0.0,0.0,0.0,0.0,0,0
1170104,73,2024,1st Round,Portuguesa Santista,Caxias,0.0,1.0,0.0,0.0,0.0,0.0,0,0
1170105,73,2024,1st Round,Trem,Sport Recife,0.0,4.0,0.0,0.0,0.0,0.0,0,0
1170106,73,2024,1st Round,Murici Fc,Confiança,2.0,1.0,2.0,2.0,,,3,2
1170107,73,2024,1st Round,Marcílio Dias,Vasco DA Gama,1.0,3.0,2.0,1.0,,,6,3
1170108,73,2024,1st Round,Água Santa,Jacuipense,2.0,1.0,0.0,0.0,0.0,0.0,0,0
1170109,73,2024,1st Round,São Luiz,Ituano,2.0,1.0,0.0,0.0,0.0,0.0,0,0
1170110,73,2024,1st Round,Costa Rica ,America-RN,1.0,2.0,0.0,0.0,0.0,0.0,0,0
1170111,73,2024,1st Round,União Rondonópolis,Atletico Goianiense,1.0,3.0,1.0,3.0,,,3,2
1170112,73,2024,1st Round,Real FC,Sao Raimundo,2.0,1.0,0.0,0.0,0.0,0.0,0,0
1170113,73,2024,1st Round,Rio Branco,CRB,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1170114,73,2024,1st Round,Athletic Club,Volta Redonda,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1170115,73,2024,1st Round,Águia de Marabá,Coritiba,3.0,2.0,0.0,0.0,0.0,0.0,0,0
1170116,73,2024,1st Round,Capital,Tocantinópolis,2.0,1.0,0.0,0.0,0.0,0.0,0,0
1170117,73,2024,1st Round,CEOV Operário,Criciuma,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1170118,73,2024,1st Round,AO Itabaiana,Brasiliense,0.0,1.0,6.0,2.0,,,7,4
1170119,73,2024,1st Round,ASA,Internacional,0.0,2.0,0.0,0.0,0.0,0.0,0,0
1170120,73,2024,1st Round,Itabuna,Nova Iguaçu,0.0,8.0,0.0,0.0,0.0,0.0,0,0
1170121,73,2024,1st Round,Iguatu,Juventude,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1170122,73,2024,1st Round,Ji-Paraná,Paysandu,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1175673,73,2024,2nd Round,Botafogo SP,Anápolis,2.0,1.0,8.0,3.0,,,5,6
1175674,73,2024,2nd Round,Ypiranga-RS,Porto Velho,2.0,0.0,0.0,0.0,0.0,0.0,0,0
1175675,73,2024,2nd Round,Portuguesa RJ,Cuiaba,0.0,0.0,4.0,4.0,,,3,6
1175676,73,2024,2nd Round,America-RN,São Luiz,3.0,0.0,1.0,3.0,,,2,7
1175677,73,2024,2nd Round,Real FC,Atletico Goianiense,1.0,3.0,4.0,4.0,,,1,8
1175678,73,2024,2nd Round,Águia de Marabá,Capital,3.0,0.0,0.0,0.0,0.0,0.0,0,0
1178188,73,2024,2nd Round,CRB,Athletic Club,2.0,0.0,0.0,0.0,0.0,0.0,0,0
1180004,73,2024,2nd Round,Villa Nova,Operario-PR,0.0,2.0,0.0,0.0,0.0,0.0,0,0
1180005,73,2024,2nd Round,Vasco DA Gama,Água Santa,3.0,3.0,6.0,11.0,1.0,2.0,6,4
1180006,73,2024,2nd Round,Sousa,Petrolina,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1180007,73,2024,2nd Round,Juventude,Paysandu,3.0,1.0,5.0,6.0,,,3,4
1180008,73,2024,2nd Round,ABC,Brusque,1.0,1.0,2.0,1.0,,,6,8
1180009,73,2024,2nd Round,Caxias,Bahia,2.0,2.0,3.0,6.0,,,2,4
1180010,73,2024,2nd Round,Sport Recife,Murici Fc,1.0,1.0,1.0,3.0,,,6,4
1180011,73,2024,2nd Round,Nova Iguaçu,Internacional,0.0,2.0,0.0,0.0,0.0,0.0,0,0
1180012,73,2024,2nd Round,Sampaio Correa,Ferroviario,0.0,0.0,4.0,4.0,,,6,6
1180013,73,2024,2nd Round,Brasiliense,Criciuma,1.0,1.0,4.0,7.0,,,7,5
1180014,73,2024,2nd Round,São Bernardo,Corinthians,0.0,2.0,7.0,5.0,1.0,1.0,6,0
1180015,73,2024,2nd Round,Maringá,Amazonas,0.0,1.0,0.0,0.0,0.0,0.0,0,0
1181769,73,2024,2nd Round,Fortaleza EC,Retrô,0.0,0.0,2.0,5.0,,,8,2
1196751,73,2024,3rd Round,Operario-PR,Gremio,0.0,0.0,1.0,4.0,,,3,13
1196752,73,2024,3rd Round,Gremio,Operario-PR,3.0,1.0,3.0,2.0,,,5,5
1196753,73,2024,3rd Round,Criciuma,Bahia,0.0,2.0,1.0,3.0,,,7,4
1196754,73,2024,3rd Round,Sampaio Correa,Fluminense,0.0,2.0,3.0,1.0,,,1,5
1196755,73,2024,3rd Round,Fluminense,Sampaio Correa,2.0,0.0,0.0,5.0,,,6,5
1196756,73,2024,3rd Round,Sousa,RB Bragantino,1.0,1.0,1.0,4.0,1.0,0.0,1,7
1196757,73,2024,3rd Round,RB Bragantino,Sousa,3.0,0.0,1.0,2.0,,,6,0
1196758,73,2024,3rd Round,Goias,Cuiaba,1.0,0.0,2.0,4.0,,,4,4
1196759,73,2024,3rd Round,Cuiaba,Goias,1.0,0.0,0.0,1.0,,,9,4
1196760,73,2024,3rd Round,Botafogo,Vitoria,1.0,0.0,2.0,0.0,,,1,5
1196761,73,2024,3rd Round,Vitoria,Botafogo,1.0,2.0,2.0,5.0,,,6,2
1196762,73,2024,3rd Round,Fortaleza EC,Vasco DA Gama,0.0,0.0,0.0,3.0,,,4,3
1196763,73,2024,3rd Round,Vasco DA Gama,Fortaleza EC,3.0,3.0,3.0,0.0,,,4,10
1196764,73,2024,3rd Round,Flamengo,Amazonas,1.0,0.0,1.0,3.0,,,5,2
1196765,73,2024,3rd Round,Amazonas,Flamengo,0.0,1.0,0.0,1.0,,,8,10
1196766,73,2024,3rd Round,Águia de Marabá,Sao Paulo,1.0,3.0,4.0,3.0,1.0,0.0,0,9
1196767,73,2024,3rd Round,Sao Paulo,Águia de Marabá,2.0,0.0,0.0,1.0,,,15,3
1196768,73,2024,3rd Round,Ypiranga-RS,Atletico Paranaense,2.0,1.0,3.0,5.0,,,3,6
1196769,73,2024,3rd Round,Atletico Paranaense,Ypiranga-RS,3.0,0.0,2.0,6.0,,,8,2
1196770,73,2024,3rd Round,Internacional,Juventude,1.0,2.0,0.0,6.0,,,15,3
1196771,73,2024,3rd Round,Juventude,Internacional,1.0,1.0,3.0,1.0,1.0,1.0,4,5
1196772,73,2024,3rd Round,CRB,Ceara,1.0,0.0,2.0,2.0,,,7,5
1196773,73,2024,3rd Round,Ceara,CRB,0.0,1.0,4.0,3.0,,,5,5
1196774,73,2024,3rd Round,America-RN,Corinthians,1.0,2.0,3.0,3.0,,,6,9
1196775,73,2024,3rd Round,Corinthians,America-RN,2.0,1.0,1.0,1.0,,,9,3
1196776,73,2024,3rd Round,Brusque,Atletico Goianiense,0.0,1.0,0.0,3.0,,,3,7
1196777,73,2024,3rd Round,Atletico Goianiense,Brusque,4.0,2.0,1.0,2.0,,,12,4
1196778,73,2024,3rd Round,Atletico-MG,Sport Recife,2.0,0.0,1.0,2.0,,,4,4
1196779,73,2024,3rd Round,Sport Recife,Atletico-MG,1.0,0.0,3.0,6.0,,,2,2
1196780,73,2024,3rd Round,Palmeiras,Botafogo SP,2.0,1.0,2.0,4.0,,,9,3
1196781,73,2024,3rd Round,Botafogo SP,Palmeiras,0.0,0.0,2.0,3.0,,,3,8
1196966,73,2024,3rd Round,Bahia,Criciuma,1.0,0.0,1.0,0.0,,,8,1
1251946,73,2024,Round of 16,Flamengo,Palmeiras,2.0,0.0,1.0,4.0,,,5,2
1251947,73,2024,Round of 16,Palmeiras,Flamengo,1.0,0.0,0.0,3.0,,,11,4
1251948,73,2024,Round of 16,Atletico Goianiense,Vasco DA Gama,1.0,1.0,5.0,1.0,1.0,0.0,7,7
1251949,73,2024,Round of 16,Vasco DA Gama,Atletico Goianiense,1.0,0.0,2.0,2.0,0.0,1.0,1,5
1251950,73,2024,Round of 16,Atletico Paranaense,RB Bragantino,2.0,0.0,4.0,1.0,,,1,6
1251951,73,2024,Round of 16,RB Bragantino,Atletico Paranaense,2.0,3.0,5.0,2.0,,,11,1
1251952,73,2024,Round of 16,Sao Paulo,Goias,2.0,0.0,2.0,1.0,0.0,1.0,8,2
1251953,73,2024,Round of 16,Goias,Sao Paulo,0.0,0.0,3.0,5.0,1.0,1.0,5,4
1251954,73,2024,Round of 16,CRB,Atletico-MG,2.0,2.0,1.0,2.0,1.0,0.0,3,7
1251955,73,2024,Round of 16,Atletico-MG,CRB,3.0,0.0,0.0,2.0,,,5,1
1251956,73,2024,Round of 16,Botafogo,Bahia,1.0,1.0,0.0,1.0,,,4,1
1251957,73,2024,Round of 16,Bahia,Botafogo,1.0,0.0,3.0,3.0,1.0,1.0,7,4
1251958,73,2024,Round of 16,Corinthians,Gremio,0.0,0.0,1.0,3.0,1.0,1.0,3,6
1251959,73,2024,Round of 16,Gremio,Corinthians,0.0,0.0,2.0,4.0,,,6,4
1251960,73,2024,Round of 16,Juventude,Fluminense,3.0,2.0,3.0,1.0,,,7,3
1251961,73,2024,Round of 16,Fluminense,Juventude,2.0,2.0,1.0,4.0,,,14,2
1294333,73,2024,Quarter-finals,Vasco DA Gama,Atletico Paranaense,2.0,1.0,2.0,4.0,1.0,1.0,4,2
1294334,73,2024,Quarter-finals,Atletico Paranaense,Vasco DA Gama,2.0,1.0,4.0,2.0,0.0,1.0,9,1
1294335,73,2024,Quarter-finals,Sao Paulo,Atletico-MG,0.0,1.0,2.0,4.0,,,7,2
1294336,73,2024,Quarter-finals,Atletico-MG,Sao Paulo,0.0,0.0,4.0,4.0,,,1,5
1294337,73,2024,Quarter-finals,Bahia,Flamengo,0.0,1.0,0.0,1.0,,,5,1
1294338,73,2024,Quarter-finals,Flamengo,Bahia,1.0,0.0,1.0,2.0,,,7,0
1294339,73,2024,Quarter-finals,Juventude,Corinthians,2.0,1.0,2.0,5.0,,,6,4
1294340,73,2024,Quarter-finals,Corinthians,Juventude,3.0,1.0,5.0,3.0,,,9,2
1305648,73,2024,Semi-finals,Vasco DA Gama,Atletico-MG,,,0.0,0.0,0.0,0.0,0,0
1305649,73,2024,Semi-finals,Atletico-MG,Vasco DA Gama,,,0.0,0.0,0.0,0.0,0,0
1305650,73,2024,Semi-finals,Flamengo,Corinthians,,,0.0,0.0,0.0,0.0,0,0
1305651,73,2024,Semi-finals,Corinthians,Flamengo,,,0.0,0.0,0.0,0.0,0,0
